              x            dens            pres            velx            eint
   0.0050000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0150000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0250000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0350000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0450000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0550000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0650000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0750000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0850000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.0950000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1050000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1150000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1250000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1350000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1450000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1550000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1650000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1750000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1850000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.1950000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2050000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2150000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2250000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2350000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2450000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2550000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2650000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2750000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2850000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.2950000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3050000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3150000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3250000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3350000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3450000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3550000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3650000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3750000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3850000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.3950000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4050000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4150000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4250000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4350000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4450000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4550000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4650000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4750000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4850000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.4950000000    1.4000000000    1.0000000000    0.0000000000    1.7857142857
   0.5050000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5150000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5250000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5350000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5450000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5550000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5650000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5750000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5850000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.5950000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6050000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6150000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6250000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6350000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6450000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6550000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6650000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6750000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6850000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.6950000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7050000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7150000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7250000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7350000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7450000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7550000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7650000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7750000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7850000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.7950000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8050000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8150000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8250000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8350000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8450000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8550000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8650000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8750000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8850000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.8950000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9050000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9150000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9250000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9350000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9450000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9550000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9650000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9750000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9850000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
   0.9950000000    1.0000000000    1.0000000000    0.0000000000    2.5000000000
